scalerank,natscale,labelrank,featurecla,name,namepar,namealt,diffascii,nameascii,adm0cap,capalt,capin,worldcity,megacity,sov0name,sov_a3,adm0name,adm0_a3,adm1name,iso_a2,note,latitude,longitude,changed,namediff,diffnote,pop_max,pop_min,pop_other,rank_max,rank_min,geonameid,meganame,ls_name,ls_match,checkme,min_zoom,ne_id
"10","1","8",Admin-1 capital,Colonia del Sacramento,,,"0",Colonia del Sacramento,0.00000000000,"0",,0.00000000000,"0",Uruguay,URY,Uruguay,URY,Colonia,UY,,-34.47999900540,-57.84000247340,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"21714","21714","0","7","7",3443013.00000000000,,,"0","0",9.0,"1159112629"
"10","1","8",Admin-1 capital,Trinidad,,,"0",Trinidad,0.00000000000,"0",,0.00000000000,"0",Uruguay,URY,Uruguay,URY,Flores,UY,,-33.54399893740,-56.90099656020,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"21093","21093","0","7","7",3439749.00000000000,,,"0","0",9.0,"1159112647"
"10","1","8",Admin-1 capital,Fray Bentos,,,"0",Fray Bentos,0.00000000000,"0",,0.00000000000,"0",Uruguay,URY,Uruguay,URY,Río Negro,UY,,-33.13899902880,-58.30399747190,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"23279","23279","0","7","7",3442568.00000000000,,,"0","0",9.0,"1159112663"
"10","1","8",Admin-1 capital,Canelones,,,"0",Canelones,0.00000000000,"0",,0.00000000000,"0",Uruguay,URY,Uruguay,URY,Canelones,UY,,-34.53800400670,-56.28400149320,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"19698","19698","0","6","6",3443413.00000000000,,,"0","0",9.0,"1159112679"
"10","1","8",Admin-1 capital,Florida,,,"0",Florida,0.00000000000,"0",,0.00000000000,"0",Uruguay,URY,Uruguay,URY,Florida,UY,,-34.09900200520,-56.21499844800,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"32234","32234","0","7","7",3442585.00000000000,,,"0","0",7.0,"1159112703"
"10","1","8",Admin-1 capital,Bassar,,,"0",Bassar,0.00000000000,"0",,0.00000000000,"0",Togo,TGO,Togo,TGO,Kara,TG,,9.26100006832,0.78900357378,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"61845","61845","0","8","8",2367568.00000000000,,,"0","0",9.0,"1159112719"
"10","1","8",Admin-1 capital,Sotouboua,,,"0",Sotouboua,0.00000000000,"0",,0.00000000000,"0",Togo,TGO,Togo,TGO,Centre,TG,,8.55700213306,0.98499646233,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"21054","21054","0","7","7",2364079.00000000000,,,"0","0",7.0,"1159112735"
"10","1","7",Admin-1 capital,Medenine,,,"0",Medenine,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,MUdenine,TN,,33.39999900250,10.41669955760,4.00000000000,"1",Added missing admin-1 capital.,"61705","61705","0","8","8",-1.00000000000,,,"0","0",6.1,"1159112749"
"10","1","7",Admin-1 capital,Kebili,,,"0",Kebili,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Kebili,TN,,33.68999703490,8.97100253790,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"19875","19875","0","6","6",2468018.00000000000,,,"0","0",9.0,"1159112765"
"10","1","7",Admin-1 capital,Tataouine,,,"0",Tataouine,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Tataouine,TN,,33.00000315430,10.46670358940,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"62577","62577","0","8","8",2464701.00000000000,,,"0","0",9.0,"1159112779"
"10","1","7",Admin-1 capital,L'Ariana,,,"0",L'Ariana,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Manubah,TN,,36.86667315340,10.19999754750,4.00000000000,"1",Added missing admin-1 capital.,"97687","97687","0","8","8",2473247.00000000000,,,"0","0",8.0,"1159112795"
"10","1","7",Admin-1 capital,Jendouba,,,"0",Jendouba,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Jendouba,TN,,36.50000405940,8.74999861458,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"51408","51408","0","8","8",2470088.00000000000,,,"0","0",9.0,"1159112811"
"10","1","7",Admin-1 capital,Kasserine,,,"0",Kasserine,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Kasssrine,TN,,35.21670310480,8.71669850332,4.00000000000,"1",Added missing admin-1 capital.,"76243","76243","0","8","8",-1.00000000000,,,"0","0",9.0,"1159112827"
"10","1","7",Admin-1 capital,Sdid Bouzid,,,"0",Sdid Bouzid,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Sidi Bou Zid,TN,,35.01669607910,9.50000448226,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"42098","42098","0","7","7",2465840.00000000000,,,"0","0",7.0,"1159112843"
"10","1","7",Admin-1 capital,Siliana,,,"0",Siliana,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Siliana,TN,,36.08330412520,9.38330159966,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"26960","26960","0","7","7",2465030.00000000000,,,"0","0",9.0,"1159112859"
"10","1","7",Admin-1 capital,Mahdia,,,"0",Mahdia,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Mahdia,TN,,35.48391304450,11.04087661530,4.00000000000,"1",Added missing admin-1 capital.,"45977","45977","0","7","7",-1.00000000000,,,"0","0",8.0,"1159112873"
"10","1","7",Admin-1 capital,Monastir,,,"0",Monastir,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Monastir,TN,,35.73070213520,10.76729456190,4.00000000000,"1",Added missing admin-1 capital.,"71546","41400","0","8","7",2473493.00000000000,,,"0","0",7.0,"1159112893"
"10","1","7",Admin-1 capital,Zaghouan,,,"0",Zaghouan,0.00000000000,"0",,0.00000000000,"0",Tunisia,TUN,Tunisia,TUN,Zaghouan,TN,,36.39999616130,10.14699660660,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"16911","16911","0","6","6",2464041.00000000000,,,"0","0",9.0,"1159112913"
"10","1","5",Admin-1 capital,Tây Ninh,,,"0",Tay Ninh,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Tây Ninh,VN,,11.32299910940,106.14699968300,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"126370","126370","0","9","9",1566559.00000000000,,,"0","0",8.0,"1159112935"
"10","1","5",Admin-1 capital,Luan Chau,,,"0",Luan Chau,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Vi?n Bi,VN,,21.74000399190,103.34300468000,4.00000000000,"1",Added missing admin-1 capital.,"7335","7335","0","5","5",-1.00000000000,,,"0","0",8.0,"1159112955"
"10","1","5",Admin-1 capital,Bắc Kạn,,,"0",Bac Kan,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Ðông B?c,VN,,22.13333330000,105.83333330000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"29227","29227","0","7","7",1591538.00000000000,,,"0","0",9.0,"1159112975"
"10","1","5",Admin-1 capital,Lạng Sơn,,,"0",Lang Son,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,L?ng Son,VN,,21.84599710300,106.75700157600,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"148000","148000","0","9","9",1576633.00000000000,,,"0","0",9.0,"1159112987"
"10","1","5",Admin-1 capital,Sơn La,,,"0",Son La,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Son La,VN,,21.32800213870,103.91000465100,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"19054","19054","0","6","6",1567681.00000000000,,,"0","0",8.0,"1159113001"
"10","1","5",Admin-1 capital,Tuyên Quang,,,"0",Tuyen Quang,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Tuyên Quang,VN,,21.81799809530,105.21099961500,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"36430","36430","0","7","7",1563287.00000000000,,,"0","0",9.0,"1159113019"
"10","1","5",Admin-1 capital,Yên Bái,,,"0",Yen Bai,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Yên Bái,VN,,21.70500303950,104.87500258600,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"96540","96540","0","8","8",1560349.00000000000,,,"0","0",8.0,"1159113041"
"10","1","5",Admin-1 capital,Hai Duong,,,"0",Hai Duong,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,H?i Duong,VN,,20.94200107820,106.33100460400,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"58030","58030","0","8","8",1581326.00000000000,,,"0","0",9.0,"1159113057"
"10","1","5",Admin-1 capital,Thái Bình,,,"0",Thai Binh,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,ThMi Bmnh,VN,,20.45030411510,106.33302962800,4.00000000000,"1",Added missing admin-1 capital.,"210000","210000","0","10","10",1566346.00000000000,,,"0","0",8.0,"1159113073"
"10","1","5",Admin-1 capital,Tuy Hòa,,,"0",Tuy Hoa,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Phú Yên,VN,,13.08200402430,109.31599868400,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"69596","69596","0","8","8",1563281.00000000000,,,"0","0",7.0,"1159113089"
"10","1","5",Admin-1 capital,Thu Dau Mot,,,"0",Thu Dau Mot,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Bình Duong,VN,,10.96907407740,106.65274554700,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"244277","244277","0","10","10",1565022.00000000000,,,"0","0",9.0,"1159113099"
"10","1","5",Admin-1 capital,Đông Hà,,,"0",Dong Ha,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Qu?ng Tr?,VN,,16.84999810320,107.13330066100,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"17662","17662","0","6","6",1582926.00000000000,,,"0","0",9.0,"1159113119"
"10","1","5",Admin-1 capital,Cao Lãnh,,,"0",Cao Lanh,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Ð?ng Tháp,VN,,10.46700013050,105.63599756200,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"149837","149837","0","9","9",1586151.00000000000,,,"0","0",9.0,"1159113135"
"10","1","5",Admin-1 capital,Truc Giang,,,"0",Truc Giang,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,B?n Tre,VN,,10.23499799780,106.37499661500,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"59442","59442","0","8","8",1587976.00000000000,,,"0","0",8.0,"1159113149"
"10","1","5",Admin-1 capital,Tra Vinh,,,"0",Tra Vinh,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,TrM Vinh,VN,,9.93400208679,106.33400167900,4.00000000000,"1",Added missing admin-1 capital.,"131360","131360","0","9","9",1563926.00000000000,,,"0","0",8.0,"1159113161"
"10","1","5",Admin-1 capital,Vĩnh Long,,,"0",Vinh Long,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Vinh Long,VN,,10.25600399700,105.96400255700,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"103314","103314","0","9","9",1562693.00000000000,,,"0","0",9.0,"1159113175"
"10","1","5",Admin-1 capital,Cao Bằng,,,"0",Cao Bang,0.00000000000,"0",,0.00000000000,"0",Vietnam,VNM,Vietnam,VNM,Cao B?ng,VN,,22.66399805500,106.26800464400,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"41112","41112","0","7","7",1586185.00000000000,,,"0","0",8.0,"1159113189"
"10","1","8",Admin-1 capital,Yoro,,,"0",Yoro,0.00000000000,"0",,0.00000000000,"0",Honduras,HND,Honduras,HND,Yoro,HN,,15.05999710600,-87.29000053840,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"15774","15774","0","6","6",3600195.00000000000,,,"0","0",9.0,"1159113205"
"10","1","8",Admin-1 capital,La Esperanza,,,"0",La Esperanza,0.00000000000,"0",,0.00000000000,"0",Honduras,HND,Honduras,HND,Intibucá,HN,,14.33300405790,-88.16669953720,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"5318","5318","0","5","5",3607966.00000000000,,,"0","0",9.0,"1159113221"
"10","1","8",Admin-1 capital,La Paz,,,"0",La Paz,0.00000000000,"0",,0.00000000000,"0",Honduras,HND,Honduras,HND,La Paz,HN,,14.31999902810,-87.68400256850,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"17555","17555","0","6","6",3607254.00000000000,,,"0","0",9.0,"1159113237"
"10","1","8",Admin-1 capital,Santa Bárbara,,,"0",Santa Barbara,0.00000000000,"0",,0.00000000000,"0",Honduras,HND,Honduras,HND,Santa Bárbara,HN,,14.91900304260,-88.23599962560,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"15119","15119","0","6","6",3601691.00000000000,,,"0","0",9.0,"1159113253"
"10","1","8",Admin-1 capital,Gracias,,,"0",Gracias,0.00000000000,"0",,0.00000000000,"0",Honduras,HND,Honduras,HND,Lempira,HN,,14.58330305700,-88.58330051220,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"7909","7909","0","5","5",3609586.00000000000,,,"0","0",9.0,"1159113269"
"10","1","8",Admin-1 capital,Nueva Ocotepeque,,,"0",Nueva Ocotepeque,0.00000000000,"0",,0.00000000000,"0",Honduras,HND,Honduras,HND,Ocotepeque,HN,,14.43699911940,-89.18199854740,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"8780","8780","0","5","5",3604384.00000000000,,,"0","0",9.0,"1159113283"
"10","1","8",Admin-1 capital,Yuscarán,,,"0",Yuscaran,0.00000000000,"0",,0.00000000000,"0",Honduras,HND,Honduras,HND,El Paraíso,HN,,13.94399698670,-86.85099853700,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"2371","2371","0","4","4",3600165.00000000000,,,"0","0",9.0,"1159113299"
"10","1","8",Admin-1 capital,Jérémie,,,"0",Jeremie,0.00000000000,"0",,0.00000000000,"0",Haiti,HTI,Haiti,HTI,Grand'Anse,HT,,18.63393472720,-74.11842526340,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"30917","30917","0","7","7",3723593.00000000000,,,"0","0",7.0,"1159113315"
"10","1","8",Admin-1 capital,Port-De-Paix,,,"0",Port-De-Paix,0.00000000000,"0",,0.00000000000,"0",Haiti,HTI,Haiti,HTI,Nord-Ouest,HT,,19.93176007610,-72.82948452310,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"34657","34657","0","7","7",3740016.00000000000,,,"0","0",7.0,"1159113331"
"10","1","8",Admin-1 capital,Hinche,,,"0",Hinche,0.00000000000,"0",,0.00000000000,"0",Haiti,HTI,Haiti,HTI,Centre,HT,,19.14300008670,-72.00399560110,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"18590","18590","0","6","6",3723841.00000000000,,,"0","0",9.0,"1159113347"
"10","1","8",Admin-1 capital,Fort-Liberté,,,"0",Fort-Liberte,0.00000000000,"0",,0.00000000000,"0",Haiti,HTI,Haiti,HTI,Nord-Est,HT,,19.66556703350,-71.84483954050,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"11465","11465","0","6","6",3725170.00000000000,,,"0","0",9.0,"1159113361"
"10","1","8",Admin-1 capital,Jacmel,,,"0",Jacmel,0.00000000000,"0",,0.00000000000,"0",Haiti,HTI,Haiti,HTI,Sud-Est,HT,,18.23499902640,-72.53700258090,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"33563","33563","0","7","7",3723779.00000000000,,,"0","0",7.0,"1159113371"
"10","1","5",Admin-1 capital,Kırklareli,,,"0",Kirklareli,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Kirklareli,TR,,41.74299916990,27.22599961570,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"58223","58223","0","8","8",743166.00000000000,,,"0","0",7.0,"1159113387"
"10","1","5",Admin-1 capital,Bilecik,,,"0",Bilecik,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Bilecik,TR,,40.14999902230,29.98299659770,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"40285","40285","0","7","7",750598.00000000000,,,"0","0",7.0,"1159113409"
"10","1","5",Admin-1 capital,Sakarya,,,"0",Sakarya,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Sakarya,TR,,40.76666113610,30.40000251120,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"286787","286787","0","10","10",752850.00000000000,,,"0","0",7.0,"1159113425"
"10","1","5",Admin-1 capital,Kastamonu,,,"0",Kastamonu,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Kastamonu,TR,,41.38900215260,33.78300349050,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"70402","70402","0","8","8",743882.00000000000,,,"0","0",7.0,"1159113441"
"10","1","5",Admin-1 capital,Burdur,,,"0",Burdur,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Burdur,TR,,37.71666011090,30.28333553850,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"66158","66158","0","8","8",320392.00000000000,,,"0","0",7.0,"1159113457"
"10","1","5",Admin-1 capital,Kırşehir,,,"0",Kirsehir,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Kirsehir,TR,,39.14199916540,34.17100260080,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"94336","94336","0","8","8",307515.00000000000,,,"0","0",7.0,"1159113471"
"10","1","5",Admin-1 capital,Nevşehir,,,"0",Nevsehir,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Nevsehir,TR,,38.62400403560,34.72399851730,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"75527","75527","0","8","8",303831.00000000000,,,"0","0",7.0,"1159113485"
"10","1","5",Admin-1 capital,Antioch,,,"0",Antioch,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Hatay,TR,,36.23333409290,36.11667655840,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"154803","154803","0","9","9",323779.00000000000,,,"0","0",9.0,"1159113499"
"10","1","5",Admin-1 capital,Giresun,,,"0",Giresun,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Giresun,TR,,40.91300114910,38.39000452070,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"98864","98864","0","8","8",746881.00000000000,,,"0","0",7.0,"1159113515"
"10","1","5",Admin-1 capital,Sinop,,,"0",Sinop,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Sinop,TR,,42.02299801770,35.15300149970,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"34834","34834","0","7","7",739600.00000000000,,,"0","0",6.1,"1159113529"
"10","1","5",Admin-1 capital,Tokat,,,"0",Tokat,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Tokat,TR,,40.30599616520,36.56300452150,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"129702","129702","0","9","9",738743.00000000000,,,"0","0",6.0,"1159113547"
"10","1","5",Admin-1 capital,Artvin,,Coruh,"0",Artvin,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Artvin,TR,,41.18300114330,41.81799653530,4.00000000000,"1",Added missing admin-1 capital.,"32272","23527","0","7","7",-1.00000000000,,,"0","0",7.0,"1159113561"
"10","1","5",Admin-1 capital,Bingöl,,,"0",Bingol,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Bingöl,TR,,38.88500403550,40.49800255800,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"80568","80568","0","8","8",321082.00000000000,,,"0","0",7.0,"1159113575"
"10","1","5",Admin-1 capital,Bitlis,,,"0",Bitlis,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Bitlis,TR,,38.39400011800,42.12299764730,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"62811","43109","0","8","7",321025.00000000000,,,"0","0",7.0,"1159113589"
"10","1","5",Admin-1 capital,Kalangala,,,"0",Kalangala,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Kalangala,UG,,-0.30888890000,32.22500000000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"5200","5200","0","5","5",232571.00000000000,,,"0","0",7.0,"1159113605"
"10","1","5",Admin-1 capital,Çankırı,,,"0",Cankiri,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Çankiri,TR,,40.60700101230,33.62100359330,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"71379","71379","0","8","8",749748.00000000000,,,"0","0",7.0,"1159113633"
"10","1","5",Admin-1 capital,Niğde,,,"0",Nigde,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Nigde,TR,,37.97600411580,34.69400162540,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"91039","91039","0","8","8",303827.00000000000,,,"0","0",7.0,"1159113643"
"10","1","5",Admin-1 capital,Yozgat,,,"0",Yozgat,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Yozgat,TR,,39.81799809290,34.81499748510,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"87881","87881","0","8","8",296562.00000000000,,,"0","0",7.0,"1159113661"
"10","1","5",Admin-1 capital,Gümüşhane,,,"0",Gumushane,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Gümüshane,TR,,40.46400012850,39.48399961590,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"32250","32250","0","7","7",746425.00000000000,,,"0","0",7.0,"1159113677"
"10","1","5",Admin-1 capital,Siirt,,,"0",Siirt,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Siirt,TR,,37.94400007260,41.93299857690,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"114034","114034","0","9","9",300822.00000000000,,,"0","0",7.0,"1159113695"
"10","1","5",Admin-1 capital,Tunceli,,,"0",Tunceli,0.00000000000,"0",,0.00000000000,"0",Turkey,TUR,Turkey,TUR,Tunceli,TR,,39.11670002360,39.53330150060,4.00000000000,"1",Added missing admin-1 capital. Population from GeoNames.,"29062","29062","0","7","7",298846.00000000000,,,"0","0",7.0,"1159113711"
"10","1","5",Admin-1 capital,Kumi,,,"0",Kumi,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Kumi,UG,,1.46083330000,33.93611110000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"13000","13000","0","6","6",230584.00000000000,,,"0","0",7.0,"1159113727"
"10","1","5",Admin-1 capital,Kaberamaido,,,"0",Kaberamaido,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Kaberamaido,UG,,1.73888890000,33.15944440000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"3400","3400","0","4","4",233019.00000000000,,,"0","0",9.0,"1159113745"
"10","1","5",Admin-1 capital,Kayunga,,,"0",Kayunga,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Kayunga,UG,,0.70250000000,32.88861110000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"21704","21704","0","7","7",231696.00000000000,,,"0","0",9.0,"1159113757"
"10","1","5",Admin-1 capital,Iganga,,,"0",Iganga,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Iganga,UG,,0.60916670000,33.46861110000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"45024","45024","0","7","7",233275.00000000000,,,"0","0",9.0,"1159113777"
"10","1","5",Admin-1 capital,Kamuli,,,"0",Kamuli,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Kamuli,UG,,0.94722220000,33.11972220000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"12764","12764","0","6","6",232397.00000000000,,,"0","0",7.0,"1159113795"
"10","1","5",Admin-1 capital,Pallisa,,,"0",Pallisa,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Pallisa,UG,,1.14500000000,33.70944440000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"30745","30745","0","7","7",226823.00000000000,,,"0","0",9.0,"1159113815"
"10","1","5",Admin-1 capital,Mpigi,,,"0",Mpigi,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Mpigi,UG,,0.22500000000,32.31361110000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"11082","11082","0","6","6",229024.00000000000,,,"0","0",9.0,"1159113835"
"10","1","5",Admin-1 capital,Adjumani,,,"0",Adjumani,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Adjumani,UG,,3.36138890000,31.80972220000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"34700","34700","0","7","7",235489.00000000000,,,"0","0",9.0,"1159113855"
"10","1","5",Admin-1 capital,Nebbi,,,"0",Nebbi,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Nebbi,UG,,2.47583330000,31.10250000000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"30354","30354","0","7","7",227904.00000000000,,,"0","0",7.0,"1159113869"
"10","1","5",Admin-1 capital,Kiboga,,,"0",Kiboga,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Kiboga,UG,,0.91611110000,31.77416670000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"14512","14512","0","6","6",231550.00000000000,,,"0","0",7.0,"1159113887"
"10","1","5",Admin-1 capital,Nakasongola,,,"0",Nakasongola,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Nakasongola,UG,,1.30888890000,32.45638890000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"6921","6921","0","5","5",228418.00000000000,,,"0","0",7.0,"1159113905"
"10","1","5",Admin-1 region capital,Bombo,,,"0",Bombo,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Bamunanika,UG,,0.58329910562,32.53329952490,4.00000000000,"1",Added missing admin-1 capital. Changed feature to Admin-0 region capital.,"75000","21000","0","8","7",0.00000000000,,,"0","0",7.0,"1159113923"
"10","1","5",Admin-1 capital,Masindi,,,"0",Masindi,0.00000000000,"0",,0.00000000000,"0",Uganda,UGA,Uganda,UGA,Masindi,UG,,1.67444440000,31.71500000000,4.00000000000,"0",Added missing admin-1 capital round B. Population from GeoNames.,"31486","31486","0","7","7",229362.00000000000,,,"0","0",7.0,"1159113945"
